200.03757298 0
200.24028506 0
200.44301427 0
200.64576059 0
200.84852403 0
201.05130459 0
201.25410225 0
201.45691703 0
201.6597489 0
201.86259788 0
202.06546395 0
202.26834712 0
202.47124738 0
202.67416473 0
202.87709917 0
203.08005069 0
203.28301928 0
203.48600496 0
203.6890077 0
203.89202752 0
204.0950644 0
204.29811834 0
204.50118935 0
204.70427741 0
204.90738253 0
205.11050469 0
205.31364391 0
205.51680017 0
205.71997347 0
205.92316381 0
206.12637119 0
206.3295956 0
206.53283703 0
206.7360955 0
206.93937099 0
207.14266349 0
207.34597301 0
207.54929955 0
207.7526431 0
207.95600365 0
208.15938121 0
208.36277577 0
208.56618733 0
208.76961588 0
208.97306143 0
209.17652396 0
209.38000348 0
209.58349998 0
209.78701346 0
209.99054392 0
210.19409135 0
210.39765575 0
210.60123711 0
210.80483544 0
211.00845073 0
211.21208298 0
211.41573219 0
211.61939834 0
211.82308144 0
212.02678149 0
212.23049848 0
212.4342324 0
212.63798327 0
212.84175106 0
213.04553579 0
213.24933744 0
213.45315601 0
213.65699151 0
213.86084392 0
214.06471325 0
214.26859948 0
214.47250263 0
214.67642267 0
214.88035962 0
215.08431347 0
215.28828421 0
215.49227185 0
215.69627637 0
215.90029778 0
216.10433607 0
216.30839124 0
216.51246329 0
216.71655221 0
216.920658 0
217.12478066 0
217.32892018 0
217.53307657 0
217.73724981 0
217.9414399 0
218.14564685 0
218.34987064 0
218.55411128 0
218.75836877 0
218.96264309 0
219.16693424 0
219.37124223 0
219.57556705 0
219.7799087 0
219.98426717 0
220.18864246 0
220.39303456 0
220.59744348 0
220.80186922 0
221.00631176 0
221.2107711 0
221.41524724 0
221.61974019 0
221.82424993 0
222.02877646 0
222.23331978 0
222.43787989 0
222.64245678 0
222.84705044 0
223.05166089 0
223.25628811 0
223.4609321 0
223.66559285 0
223.87027038 0
224.07496466 0
224.2796757 0
224.48440349 0
224.68914804 0
224.89390933 0
225.09868737 0
225.30348215 0
225.50829368 0
225.71312193 0
225.91796692 0
226.12282864 0
226.32770709 0
226.53260226 0
226.73751415 0
226.94244276 0
227.14738808 0
227.35235012 0
227.55732886 0
227.7623243 0
227.96733645 0
228.1723653 0
228.37741084 0
228.58247308 0
228.787552 0
228.99264761 0
229.1977599 0
229.40288888 0
229.60803453 0
229.81319685 0
230.01837585 0
230.22357151 0
230.42878383 0
230.63401282 0
230.83925847 0
231.04452077 0
231.24979972 0
231.45509532 0
231.66040757 0
231.86573646 0
232.07108198 0
232.27644415 0
232.48182295 0
232.68721837 0
232.89263043 0
233.09805911 0
233.30350441 0
233.50896632 0
233.71444485 0
233.91994 0
234.12545175 0
234.3309801 0
234.53652506 0
234.74208662 0
234.94766477 0
235.15325952 0
235.35887085 0
235.56449877 0
235.77014327 0
235.97580436 0
236.18148202 0
236.38717626 0
236.59288706 0
236.79861443 0
237.00435837 0
237.21011887 0
237.41589593 0
237.62168954 0
237.82749971 0
238.03332642 0
238.23916968 0
238.44502948 0
238.65090583 0
238.85679871 0
239.06270812 0
239.26863406 0
239.47457653 0
239.68053552 0
239.88651104 0
240.09250307 0
240.29851161 0
240.50453667 0
240.71057824 0
240.91663631 0
241.12271088 0
241.32880196 0
241.53490953 0
241.74103359 0
241.94717414 0
242.15333118 0
242.3595047 0
242.5656947 0
242.77190118 0
242.97812413 0
243.18436356 0
243.39061945 0
243.59689181 0
243.80318063 0
244.0094859 0
244.21580763 0
244.42214582 0
244.62850045 0
244.83487153 0
245.04125906 0
245.24766302 0
245.45408342 0
245.66052025 0
245.86697351 0
246.0734432 0
246.27992932 0
246.48643185 0
246.69295081 0
246.89948618 0
247.10603796 0
247.31260615 0
247.51919074 0
247.72579174 0
247.93240913 0
248.13904293 0
248.34569311 0
248.55235969 0
248.75904265 0
248.96574199 0
249.17245772 0
249.37918982 0
249.5859383 0
249.79270315 0
249.99948437 0
250.20628195 0
250.41309589 0
250.6199262 0
250.82677285 0
251.03363587 0
251.24051523 0
251.44741093 0
251.65432298 0
251.86125137 0
252.0681961 0
252.27515716 0
252.48213455 0
252.68912827 0
252.89613831 0
253.10316467 0
253.31020736 0
253.51726635 0
253.72434166 0
253.93143328 0
254.13854121 0
254.34566543 0
254.55280596 0
254.75996278 0
254.9671359 0
255.1743253 0
255.38153099 0
255.58875297 0
255.79599123 0
256.00324576 0
256.21051657 0
256.41780365 0
256.625107 0
256.83242662 0
257.03976249 0
257.24711463 0
257.45448302 0
257.66186766 0
257.86926856 0
258.0766857 0
258.28411908 0
258.4915687 0
258.69903456 0
258.90651666 0
259.11401498 0
259.32152954 0
259.52906031 0
259.73660731 0
259.94417053 0
260.15174996 0
260.35934561 0
260.56695746 0
260.77458552 0
260.98222978 0
261.18989025 0
261.39756691 0
261.60525976 0
261.8129688 0
262.02069403 0
262.22843545 0
262.43619304 0
262.64396681 0
262.85175676 0
263.05956288 0
263.26738517 0
263.47522362 0
263.68307824 0
263.89094901 0
264.09883594 0
264.30673902 0
264.51465826 0
264.72259364 0
264.93054516 0
265.13851283 0
265.34649663 0
265.55449656 0
265.76251263 0
265.97054482 0
266.17859314 0
266.38665758 0
266.59473814 0
266.80283482 0
267.0109476 0
267.2190765 0
267.4272215 0
267.63538261 0
267.84355982 0
268.05175312 0
268.25996251 0
268.468188 0
268.67642957 0
268.88468723 0
269.09296097 0
269.30125079 0
269.50955668 0
269.71787865 0
269.92621668 0
270.13457078 0
270.34294094 0
270.55132716 0
270.75972944 0
270.96814777 0
271.17658215 0
271.38503257 0
271.59349904 0
271.80198155 0
272.0104801 0
272.21899468 0
272.4275253 0
272.63607194 0
272.84463461 0
273.0532133 0
273.26180801 0
273.47041873 0
273.67904547 0
273.88768821 0
274.09634696 0
274.30502172 0
274.51371248 0
274.72241923 0
274.93114197 0
275.13988071 0
275.34863544 0
275.55740615 0
275.76619284 0
275.97499551 0
276.18381415 0
276.39264877 0
276.60149935 0
276.8103659 0
277.01924841 0
277.22814689 0
277.43706132 0
277.6459917 0
277.85493803 0
278.06390031 0
278.27287854 0
278.4818727 0
278.6908828 0
278.89990884 0
279.10895081 0
279.31800871 0
279.52708253 0
279.73617227 0
279.94527794 0
280.15439952 0
280.36353701 0
280.57269041 0
280.78185972 0
280.99104493 0
281.20024604 0
281.40946305 0
281.61869596 0
281.82794475 0
282.03720943 0
282.24649 0
282.45578645 0
282.66509877 0
282.87442698 0
283.08377105 0
283.293131 0
283.50250681 0
283.71189848 0
283.92130601 0
284.1307294 0
284.34016864 0
284.54962373 0
284.75909467 0
284.96858146 0
285.17808408 0
285.38760255 0
285.59713685 0
285.80668698 0
286.01625293 0
286.22583472 0
286.43543232 0
286.64504575 0
286.85467499 0
287.06432005 0
287.27398091 0
287.48365758 0
287.69335006 0
287.90305833 0
288.11278241 0
288.32252227 0
288.53227793 0
288.74204938 0
288.95183661 0
289.16163962 0
289.37145841 0
289.58129298 0
289.79114332 0
290.00100943 0
290.2108913 0
290.42078894 0
290.63070234 0
290.8406315 0
291.0505764 0
291.26053706 0
291.47051347 0
291.68050562 0
291.89051352 0
292.10053715 0
292.31057651 0
292.52063161 0
292.73070244 0
